Gene,Ensembl ID,Gene Description,Synonym,OMIM ID,Functio l Summary from Literature,Ciliary Localization,Reference,Protein complexes,Gene annotation
IFT57,ENSG00000114446,intraflagellar transport 57 [Source:HGNC Symbol;Acc:HGNC:17367],ESRRBL1; FLJ10147; HIPPI; MHS4R2,606621,"Component of IFT complex B. Required for effective transport, outer segment mainte nce and ciliary elongation. Mediates the interaction between IFT20 and the IFT particle (18492793). Trafficking of motility-related proteins and prevents IFT particle complex from degradation (28104816).","basal body, cilia, transition zone",31004481; 23990561,Intraflagellar transport complex B; Intraflagellar transport complex B peripheral subcomplex; Pericentrin complex,Ciliary function
IFT70A,ENSG00000197557,intraflagellar transport 70A [Source:HGNC Symbol;Acc:HGNC:25853],CFAP259; FAP259; FLJ13946; TTC30A,620741,"Also known as IFT70A. Component of the IFT-B complex. Crucial for interaction with IFT52鈥揑FT88 dimer in the IFT-B complex, which is required for ciliogenesis. Knockout cells do not form cilia. (296541164). Required for flagella assembly. Depletion results in the formation of short flagella (20534810).","cilia, flagella",29654116; 2053481,NA,NA
IFT70B,ENSG00000196659,intraflagellar transport 70B [Source:HGNC Symbol;Acc:HGNC:26425],FLEER; FLJ30990; TTC30B,620742,"Also known as IFT70B. Component of the IFT-B complex. Redundant roles with IFT70A. Interacts with the IFT52鈥揑FT88 dimer in the IFT-B1 subcomplex, required for ciliogenesis. Knockout cells do not form cilia. (296541164). Required for flagella assembly. Depletion results in the formation of short flagella (20534810).",cilia,32055034,Intraflagellar transport complex B,NA
IFT74,ENSG00000096872,intraflagellar transport 74 [Source:HGNC Symbol;Acc:HGNC:21424],CCDC2; CMG-1; CMG1; FLJ22621,608040,"Component of IFT complex B. Interacts with IFT81 to stabilise IFT-B complex. This interaction is required for binding and transport of tubulin to regulate cilium length, required for ciliogenesis (23990561). Essential for normal mouse spermatogenesis and sperm flagella formation by transporting cargo proteins and modulating axoneme and microtubule assembly (31004481).","cilia, basal body",22771375; 29658880,Intraflagellar transport complex B,Ciliary function
IFT80,ENSG00000068885,intraflagellar transport 80 [Source:HGNC Symbol;Acc:HGNC:29262],CFAP167; FAP167; KIAA1374; WDR56,611177,"Component of IFT complex B. Role in cilia formation and osteogenesis through regulating Hedgehog/Gli sig l pathways. Silencing IFT80 led to either shortening or loss of cilia and the decrease of cilia marker protein Arl13b expression. Mutations cause Jeune asphyxiating thoracic dystrophy (JATD) and short rib polydactyly type III (SRPIII) (22771375). Required for IFT mediated recruitment and transport of ciliary cargo, as well as for initiation of the ciliary axoneme (29658880).","cilia, basal body",27068536; 23990561,Intraflagellar transport complex B; Intraflagellar transport complex B peripheral subcomplex,Ciliary function
IFT81,ENSG00000122970,intraflagellar transport 81 [Source:HGNC Symbol;Acc:HGNC:14313],CDV-1R; CDV1; MGC4027,605489,"Component of IFT complex B. Interacts with IFT74 to form a tubulin-binding module that is the main site of tubulin binding for IFT and is required for ciliogenesis. Both are essential for flagellar assembly and elongation (27068536, 23990561).","cilia, basal body",11062270,Intraflagellar transport complex B,Ciliary function
IFT88,ENSG00000032742,intraflagellar transport 88 [Source:HGNC Symbol;Acc:HGNC:20606],D13S1056E; HTG737; MGC26259; TG737; TTC10,600595,Component of IFT complex B. Required for ciliary and flagellar assembly and may play a role in the attachment of the IFT particle to its cargo or to the anterograde IFT motor FLA10-kinesin-II (11062270).,"cilia, basal body",1.1916979E7,Intraflagellar transport complex B; DZIP1-IFT88 complex; Pericentrin complex,Ciliary function
IFTAP,ENSG00000166352,intraflagellar transport associated protein [Source:HGNC Symbol;Acc:HGNC:25142],C11ORF74; FLJ38678; HEPIS; NWC,619270,"C11ORF74, interacts with the IFT-A complex via the IFT122 subunit and is accumulated at the distal tip in the absence of an IFT-A subunit IFT139, suggesting that at least a fraction of C11ORF74 molecules can be transported towards the ciliary tip by associating with the IFT-A complex, although its majority might be out of cilia at steady state (30476139).",cilia,30476139,NA,Ciliary function
IGF1,ENSG00000017427,insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464],IGF; IGF-I; IGF1A; IGFI,147440,IGF-1 sig ls are predomi ntly transduced through IGF-1 receptor (IGF- 1R) on the cilia. Promotes cell cycle entry. Mediation of ciliary resorption through activation of IGF-1R (23954591). IGF1 mediated sig ling regulates ciliated cell differentiation (28050756).,cilia,23954591; 28050756,NA,NA
IGF1R,ENSG00000140443,insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465],CD221; IGFIR; IGFR; JTK13; MGC18216,147370,"Activation of an AGS3- regulated G尾gamma sig ling pathway that subsequently recruits phospho(T94)Tctex-1 to the transition zone, leading to cilia resorption (23954591). IGF1R mediated plays a role in regulating ciliated cell differentiation (28050756).","basal body ,cilia",23805271,NA,NA
INPP5B,ENSG00000204084,inositol polyphosphate-5-phosphatase B [Source:HGNC Symbol;Acc:HGNC:6077],NA,147264,Compensatory role in cilia development and regulation. Regulation of ciliary length (23805271).,"basal body, cilia",27998989; 19668215; 19668216.,NA,NA
INPP5E,ENSG00000148384,inositol polyphosphate-5-phosphatase E [Source:HGNC Symbol;Acc:HGNC:21474],CORS1; JBTS1; PHARBIN; PPI5PIV,613037,"Regulator of transition zone function. INPP5E may regulate Hedgehog sig ling via modulating the PI(4,5)P2- dependent recruitment of GPR161 to cilia. It is essential for maximal SMO accumulation at cilia after the Hh pathway (27998989). Controls ciliary growth factor, PI3K sig ling and stability (19668215). Mutations cause Joubert Syndrome and promotes premature destabilization of cilia (19668216).",cilia,16493421; 27158779; 28459465,NA,NA
INTU,ENSG00000164066,inturned pla r cell polarity protein [Source:HGNC Symbol;Acc:HGNC:29239],CPLANE4; KIAA1284; PDZD6; PDZK6,610621,"Governs apical actin assembly and thus controls the orientation, but not assembly, of ciliary microtubules (16493421, 27158779). Cilia and pla r polarity effector, essential for IFT-A complex assembly during ciliogenesis, forming a molecular module with Fuzzy (FUZ) and WDPCP. INTU functions upstream of Gli2 activation and is required for Smo-mediated Hh pathway activation (28459465).","cilia, basal body",12872123; 15213257,DAAM1-INTU-NPHP4 complex,NA
INVS,ENSG00000119509,inversin [Source:HGNC Symbol;Acc:HGNC:17870],NPHP2,243305,Mutations cause infantile nephronophthisis type 2. Role in left-right axis specification (12872123). Forms a stable complex with the cytoskeletal molecule tubulin and may be involved during early microtubule assembly in microtubule-organizing centers (15213257).,basal body,27328943; 23446637; 25552655,DVL2-INVS-NPHP4-RPGRIP1L complex,NA
IQCB1,ENSG00000173226,IQ motif containing B1 [Source:HGNC Symbol;Acc:HGNC:28949],KIAA0036; NPHP5; SLSN5,609237,"Also known as NPHP5. Required for extension of an axoneme after docking of the basal body to the cell membrane. Absence leads to mislocalization of BBS2, BBS5 and destroys BBSome integrity (27328943). Interacts with CEP290 and is required for early cilia assembly, migration and/or anchoring of centrosomes to the cell cortex (23446637). NPHP5-binding to the BBSome is crucial for BBSome integrity and ciliary trafficking (25552655).","basal body,cilia",24582806,CEP290-IQCB1 complex,NA
IQCE,ENSG00000106012,IQ motif containing E [Source:HGNC Symbol;Acc:HGNC:29171],KIAA1023,617631,Form a complex with EFCAB7. It anchors the EVC- EVC2 complex to positively regulate the Hh pathway (24582806),"flagella, cilia",24849454,NA,NA
IQCG,ENSG00000114473,IQ motif containing G [Source:HGNC Symbol;Acc:HGNC:25251],CFAP122; DKFZP434B227; DRC9,612477,Required for cilogenesis and spermiogenesis in mammals through a dy mic interaction with calmodulin in different intracellular calcium levels (24849454).,"basal body, cilia",25359884,NA,NA
IRS1,ENSG00000169047,insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125],HIRS-1,147545,"IRS-1 is a docking protein that interacts with intracellular downstream sig lling molecules involved in IGF-1 receptor sig lling, interacts with Akt-1 at the transition neck region marked by Hsp90伪 (25359884).","transition zone, basal body",22654112; 25100726,NA,NA
JADE1,ENSG00000077684,jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027],JADE-1; PHF17,610514,"Ubiquitin ligase targeting 尾- catenin for proteasomal degradation. Component of the NPHP protein complex, interacting with NPHP4 which facilitates JADE-1 nuclear traslocation, leading to decreased canonical Wnt sig ling (22654112, 25100726).",basal body,29661797,NA,NA
JAZF1,ENSG00000153814,JAZF zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:28917],DKFZP761K2222; TIP27; ZNF802,606246,Regulator of multiciliated cell differentiation. It may function upstream of Foxj1 expression (29661797).,cilia,29211732,NA,NA
KATL1,ENSG00000102781,katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361],MGC2599,614764,"Role in neuro l migration, neuro l morphology and ependymal ciliary function (28373692). Regulates microtubule dy mics in Sertoli cells, a process that is essential for spermiogenesis and male fertility (22654668)","basal body, cilia",30096282; 26153462,NA,NA
KATL2,ENSG00000167216,katanin catalytic subunit A1 like 2 [Source:HGNC Symbol;Acc:HGNC:25387],DKFZP667C165; MGC33211,614697,"Required for dy mic regulation of microtubules during axoneme formation and mainte nce; it may have the ability to remodel microtubules at different cellular locations. Role during the regulation of Wnt/pla r cell polarity (PCP)-dependent processes. Required for ciliogenesis, organogenesis and brain size control (30096282). Interacts with Nubp1 and Nubp2 AAA proteins, which act as negative regulators of ciliogenesis (26153462).","basal body, cilia",26546361,NA,NA
KATNIP,ENSG00000047578,katanin interacting protein [Source:HGNC Symbol;Acc:HGNC:29068],JBTS26; KIAA0556,616650,"Binds to microtubules and stabilise microtubule networks when overexpressed; it interacts with intraflagellar transport components and katanins associated with microtubules severing. Form a complex that regulates microtubule dy mics as well as ciliary functions. Negative regulator of ciliary length. Mutated in Joubert syndrome (27245168, 26714646).",basal bod,1914472; 24421332; 26096313; 31816441; 32080096,NA,NA
KCNF1,ENSG00000162975,potassium voltage-gated channel modifier subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:6246],IK8; KCNF; KH1; KV5.1,603787,Ion channel gene that exhibits a significant negative effect on ciliogenesis but not on cell number. Potential new candidate in human ciliopathies (26546361).,"cilia, transition zone",28370099; 27113750,NA,NA
KCNH1,ENSG00000143473,potassium voltage-gated channel subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:6250],EAG; EAG1; H-EAG; HEAG; K(V)10.1; KV10.1,603305,"Also known as Kv10.1. Promotes ciliary disassembly and cell progression through localised changes of membrane potential at the ciliary base (28370099). Interacts with proteins involved in ciliary regulation, such as Rabaptin 5, cortactin, and HIF (27113750).","basal body, cilia",26546361,NA,NA
KCNJ10,ENSG00000177807,potassium inwardly rectifying channel subfamily J member 10 [Source:HGNC Symbol;Acc:HGNC:6256],KIR1.2; KIR4.1,602208,Ion channel gene that exhibits a significant negative effect on ciliogenesis but not on cell number (26546361).,cilia,30009826,NA,NA
KCNJ13,ENSG00000115474,potassium inwardly rectifying channel subfamily J member 13 [Source:HGNC Symbol;Acc:HGNC:6259],KIR1.4; KIR7.1; LCA16,603208,Mutations are associated with the human reti l dystrophies LCA and Snowflake Vitreoreti l Degeneration (30009826).,"basal body, cilia",26546361,NA,NA
KCNQ1,ENSG00000282076; ENSG00000053918,potassium voltage-gated channel subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:6294],JLNS1; KC 8; KC 9; KV7.1; KVLQT1; LQT; LQT1,607542,Ion channel gene that exhibits a significant negative effect on ciliogenesis but not on cell number. Genetic variants are known to cause Long QT syndrome. KCNQ1 could be implicated in re l ciliopathies (26546361).,basal body,30404837,NA,NA
KCTD10,ENSG00000110906,potassium channel tetramerization domain containing 10 [Source:HGNC Symbol;Acc:HGNC:23236],BTBD28; MSTP028,613421,Component of cullin-3鈥,basal body,25270598,NA,NA
KCTD17,ENSG00000100379,potassium channel tetramerization domain containing 17 [Source:HGNC Symbol;Acc:HGNC:25705],FLJ12242,616386,Substrate-adaptor for Cul3- RING E3 ligases (CRL3s) that modulates polyubiquitylation of trichoplein and e bles cells to assemble primary cilia by limiting Aurora-A activity. KCTD17 is required to initiate the axoneme extension during ciliogenesi (25270598).,basal body,28246120,NA,NA
KDM3A,ENSG00000115548,lysine demethylase 3A [Source:HGNC Symbol;Acc:HGNC:20815],JHMD2A; JMJD1; JMJD1A; KIAA0742; TSGA,611512,"Negative regulator of ciliogenesis required for the controlled recruitment of IFT proteins into cilia through the modulation of actin dy mics. It binds to the actin cytoskeleton, creating a responsive actin gate involving ARP2/3 activity and regulating IFT within cilia and periciliary compartments. In the absence of KDM3A, access to cilia is unrestricted, so the assembly and growth of primary cilia is enhanced (28246120).",basal body,30120214,NA,NA
KIAA0586,ENSG00000100578,KIAA0586 [Source:HGNC Symbol;Acc:HGNC:19960],JBTS23; TALPID3,610178,"Required for ciliogenesis and sonic hedgehog/SHH sig ling. Role in primary cilia formation and microtubule organisation (19144723). Component of a CP110-containing protein complex required for centrosome and cilia function, Required for the centrosomal recruitment of RAB8A and for the targeting of centriole satellite proteins to centrosomes such as of PCM1. May play a role in early ciliogenesis in the disappearance of centriolar satellites that preceeds ciliary vesicle formation. Essential for centrosomal migration prior to ciliogenesis (24421332). Mutated in Joubert syndrome (26096313) and in skeletal ciliopathies (31816441; 32080096)",basal body,28220259; 24613305; 31816441; 29138412,NA,NA
KIAA0753,ENSG00000198920,KIAA0753 [Source:HGNC Symbol;Acc:HGNC:29110],MNR; OFIP,617112,"Mutated cause impaired ciliogenesis and result in Joubert Syndrome. Regulates centriole duplication positively by recruiting CDK2 to the centrosome, as well as WDR62 to the pericentriolar complex, which in turn recruits CEP63; interacts with CEP63, and regulate CEP63 level at the centrosome(28220259, 24613305). Also cause skeletal ciliopathies (31816441; 29138412).","basal body, cilia",28134340,KIAA0753-FOR20-OFD1 complex; Distal centriole complex,NA
